Timestamp,Username,VideoID,Comment,Date
2023-09-27T15:55:50Z,@didierpuzenat7280,-f_LV-6PuFA,"As always with PSA, the cars are designed to be electric or gas or hybrid, probably because Stellantis CIO is always lobbying to postpone the switch to EVs to maximise short term profits (and his HUGE incomes). So this car is a compromise and it cannot be the best, and sadly this strategy does not even make this car cheaper. So it is for people who are really in love with the brand.",2023-09-27T15:55:50Z
2023-09-27T19:15:37Z,@LHawkesDrums,-f_LV-6PuFA,Why are people still mentioning PSA? They combined with Stellantis years ago friend. And Peugeot is one of many of the Stellantis brands who are leading the way in the switch to fully EV,2023-09-27T19:15:37Z
2023-10-03T21:23:43Z,@ousou78,-f_LV-6PuFA,​@@LHawkesDrumsthe didn't combine they became Stellantis (the name didn't exist before),2024-06-12T21:04:53Z
2023-09-27T15:30:18Z,@martinbeacher6165,-f_LV-6PuFA,"Too expensive by about £10k+   Steel wheels ?!   Why a massive grill for an electric car?  Hump between the rear seats - why, just why?  Oh I know why, because  Peugeot seem set on just using ICE vehicles and then slapping an electric motor in and calling it good rather than actually designing  electric vehicles from scratch like the car manufacturers in China are doing.",2023-09-27T15:30:18Z
2023-09-27T15:23:08Z,@jdmguy44,-f_LV-6PuFA,Looks very smart - as Peugeot products do these days. No interest in the EV version. Petrol version for me which is what I've ordered.,2023-09-27T15:23:08Z
2023-09-27T20:28:47Z,@mrelou89,-f_LV-6PuFA,Can I ask why you would order these new? Considering their price falls second hand after a year,2023-09-27T20:28:47Z
2023-09-27T15:19:28Z,@user-ol6rd7pl5t,-f_LV-6PuFA,"For me the biggest improvement is the fact it has the letter ""e"" in front of it, I'm not a fan of pointless front grills on EVs though.",2023-09-27T15:19:28Z
2023-09-27T15:06:36Z,@ohyesitsme,-f_LV-6PuFA,Just another Stellantis compliance clone.,2023-09-27T15:06:36Z
2023-09-27T13:38:39Z,@markbennett9787,-f_LV-6PuFA,"Why on earth does a front wheel drive electric car still have the remnants of a transmission tunnel cluttering up the rear floor ? This car is an overpriced hangover of the past. Come on Stellantis you’re nearly there with the Astra let’s have an all electric reasonably priced Giulietta replacement, a smallish light car that looks good and is fun to drive, in fact everything an Alfa should be and not a very expensive big SUV like the Tonale or the Stelvio.",2023-09-27T13:38:39Z
2023-09-27T20:01:06Z,@didierpuzenat7280,-f_LV-6PuFA,"Because Stellantis CIO plans to sell new ICE cars for as long as possible, even after 2035 in Europe with the help of more and more lobbying, so no plateforme dedicated for EVs at Peugeot.",2023-09-27T20:01:06Z
